Circuits and Electronics: Basic Circuit Analysis,"Science, Technology, Engineering, and Mathematics"
"Circuits and Electronics: Amplification, Speed, and Delay","Science, Technology, Engineering, and Mathematics"
Circuits and Electronics: Applications,"Science, Technology, Engineering, and Mathematics"
Supply Chain Design,"Government, Health, and Social Science"
"Saving Schools: History, Politics, and Policy of U.S. Education – History and Politics in U.S. Education","Humanities, History, Design, Religion, and Education"
"Saving Schools: History, Politics, and Policy of U.S. Education – Teacher Policies","Humanities, History, Design, Religion, and Education"
"Saving Schools: History, Politics, and Policy of U.S. Education – Accountability and National Standards","Humanities, History, Design, Religion, and Education"
"Saving Schools: History, Politics, and Policy of U.S. Education – School Choice","Humanities, History, Design, Religion, and Education"
Justice,"Humanities, History, Design, Religion, and Education"
Underactuated Robotics,"Science, Technology, Engineering, and Mathematics"
Principles of Synthetic Biology,"Science, Technology, Engineering, and Mathematics"
Evaluating Social Programs,"Government, Health, and Social Science"
Super-Earths and Life,"Science, Technology, Engineering, and Mathematics"
"Mechanical Behavior of Materials: Stress Transformations, Beams, Columns, and Cellular Solids","Science, Technology, Engineering, and Mathematics"
Data Analysis for Genomics: Statistics and R,"Government, Health, and Social Science"
Atomic and Optical Physics: Atomic structure and atoms in external field,"Science, Technology, Engineering, and Mathematics"
Introduction to Computational Thinking and Data Science,Computer Science
Political and Intellectual Foundations: From the Sage Kings to Confucius and the Legalists,"Humanities, History, Design, Religion, and Education"
The Creation and End of Centralized Empire,"Humanities, History, Design, Religion, and Education"
Cosmopolitan Tang: Aristocratic Culture,"Humanities, History, Design, Religion, and Education"
Literati China: Examinations and Neo-Confucianism,"Humanities, History, Design, Religion, and Education"
From a Global Empire under the Mongols to a Global Economy under the Ming Dynasty,"Humanities, History, Design, Religion, and Education"
Making Biologic Medicines for Patients: The Principles of Biopharmaceutical Manufacturing,"Government, Health, and Social Science"
Molecular Biology: Transcription and Transposition,"Science, Technology, Engineering, and Mathematics"
"Greater China Today: The Peoples Republic, Taiwan, and Hong Kong","Humanities, History, Design, Religion, and Education"
The Manchus and the Qing Dynasty,"Humanities, History, Design, Religion, and Education"
"Invasions, Rebellions and the Fall of Imperial China","Humanities, History, Design, Religion, and Education"
Creating Modern China: The Birth of a Nation,"Humanities, History, Design, Religion, and Education"
China and Communism,"Humanities, History, Design, Religion, and Education"
"Visualizing Japan (1850s-1930s): Westernization, Protest, Modernity","Humanities, History, Design, Religion, and Education"
Mechanical Behavior of Materials: Time Dependent Behavior and Failure,"Science, Technology, Engineering, and Mathematics"
Data Analysis for Genomics: Matrix Algebra and Linear Models,"Government, Health, and Social Science"
First Nights: Handel’s Messiah and Baroque Oratorio,"Humanities, History, Design, Religion, and Education"
Atomic and Optical Physics: Atom-Light Interactions 1 -- Matrix elements and quantized field,"Science, Technology, Engineering, and Mathematics"
Computation Structures: Computer Architecture,Computer Science
Philosophy: Minds and Machines,"Humanities, History, Design, Religion, and Education"
Calculus: Integration,"Science, Technology, Engineering, and Mathematics"
Lessons from Ebola: Preventing the Next Pandemic,"Government, Health, and Social Science"
Atomic and Optical Physics: Atom-Light Interactions 2: Line Broadening and Two-Photon Transitions,"Science, Technology, Engineering, and Mathematics"
Data Analysis for Genomics: Statistical Inference and Modeling for High-throughput Experiments,"Government, Health, and Social Science"
Introduction to Computer Science (2016),Computer Science
Introduction to Feedback Control Theory,"Science, Technology, Engineering, and Mathematics"
Contracts Law: From Trust to Promise to Contract,"Government, Health, and Social Science"
Advanced Introductory Classical Mechanics,"Science, Technology, Engineering, and Mathematics"
Introduction to Computer Science and Programming Using Python,Computer Science
Data Analysis for Genomics: Introduction to High-Dimensional Data Analysis,"Government, Health, and Social Science"
Atomic and Optical Physics: Coherence,"Science, Technology, Engineering, and Mathematics"
Practical Improvement Science in Health Care: A Roadmap for Getting Results,"Government, Health, and Social Science"
First Nights: Beethovens 9th Symphony,"Humanities, History, Design, Religion, and Education"
Readings in Global Health,"Government, Health, and Social Science"
Becoming an Entrepreneur,"Government, Health, and Social Science"
"Cellular Solids: Structures, Properties and Engineering Applications","Science, Technology, Engineering, and Mathematics"
Design and Development of Educational Technology,"Humanities, History, Design, Religion, and Education"
Mobile Application Experiences: From a Domain to an App Idea,Computer Science
Introduction to Probability: The Science of Uncertainty,"Science, Technology, Engineering, and Mathematics"
Flight Vehicle Aerodynamics,"Science, Technology, Engineering, and Mathematics"
Supply Chain and Logistics Fundamentals,"Government, Health, and Social Science"
Data Analysis for Genomics: Introduction to Bioconductor: Annotation and Analysis of Genomes and Genomic Assays,"Government, Health, and Social Science"
The Einstein Revolution,"Humanities, History, Design, Religion, and Education"
Global Warming Science,"Science, Technology, Engineering, and Mathematics"
Mastering Quantum Mechanics: Wave Mechanics,"Science, Technology, Engineering, and Mathematics"
The Challenges of Global Poverty,"Government, Health, and Social Science"
Global Health Case Studies from a Biosocial Perspective,"Government, Health, and Social Science"
Mobile Application Experiences: Mobile App Design,Computer Science
"World Religions Through their Scriptures: Religious Literacy, Traditions and Scriptures","Humanities, History, Design, Religion, and Education"
Introduction to Computational Thinking and Data Science,Computer Science
Data Analysis for Genomics: High-performance Computing for Reproducible Genomics,"Government, Health, and Social Science"
Contracts Law: From Trust to Promise to Contract,"Government, Health, and Social Science"
Mastering Quantum Mechanics: Quantum Dynamics,"Science, Technology, Engineering, and Mathematics"
Mobile Application Experiences: Building Mobile Apps,Computer Science
Shaping the Future of Work,"Government, Health, and Social Science"
Calculus: Coordinate Systems and Infinite Series,"Science, Technology, Engineering, and Mathematics"
Quantitative Biology Workshop,"Science, Technology, Engineering, and Mathematics"
World Religions Through their Scriptures: Christianity,"Humanities, History, Design, Religion, and Education"
Poetry in America: Modernism,"Humanities, History, Design, Religion, and Education"
Cellular Solids: Applications in Medicine,"Science, Technology, Engineering, and Mathematics"
The Analytics Edge,"Government, Health, and Social Science"
Data Analysis for Genomics: Case Studies in Functional Genomics,"Government, Health, and Social Science"
Introduction to Data Wise: A Collaborative Process to Improve Learning and Teaching,"Humanities, History, Design, Religion, and Education"
Just Money: Banking as if Society Mattered,"Government, Health, and Social Science"
Mobile Application Experiences: Understanding Use,Computer Science
Introduction to Game Design,"Humanities, History, Design, Religion, and Education"
Mastering Quantum Mechanics: Entanglement and Angular Momentum,"Science, Technology, Engineering, and Mathematics"
First Nights: Orfeo,"Humanities, History, Design, Religion, and Education"
Evaluating Social Programs,"Government, Health, and Social Science"
World Religions Through their Scriptures: Buddhism,"Humanities, History, Design, Religion, and Education"
Leaders of Learning,"Humanities, History, Design, Religion, and Education"
Cellular Solids: Applications in Nature,"Science, Technology, Engineering, and Mathematics"
Supply Chain Design,"Government, Health, and Social Science"
Mobile Application Experiences: Reporting Research Findings,Computer Science
Cell Biology: Mitochondria,"Science, Technology, Engineering, and Mathematics"
Electronic Materials and Devices,"Science, Technology, Engineering, and Mathematics"
World Religions Through Their Scriptures: Islam,"Humanities, History, Design, Religion, and Education"
Molecular Biology: DNA Replication and Repair,"Science, Technology, Engineering, and Mathematics"
Introduction to Computer Science and Programming,Computer Science
Energy Within Environmental Constraints,"Science, Technology, Engineering, and Mathematics"
Making Biologic Medicines for Patients: The Principles of Biopharmaceutical Manufacturing,"Government, Health, and Social Science"
Elements of Structures,"Science, Technology, Engineering, and Mathematics"
Becoming an Entrepreneur,"Government, Health, and Social Science"
Circuits and Electronics: Basic Circuit Analysis,"Science, Technology, Engineering, and Mathematics"
"Circuits and Electronics: Amplification, Speed, and Delay","Science, Technology, Engineering, and Mathematics"
Optical Materials and Devices,"Science, Technology, Engineering, and Mathematics"
World Religions Through their Scriptures: Hinduism,"Humanities, History, Design, Religion, and Education"
Implementation and Evaluation of Educational Technology,"Humanities, History, Design, Religion, and Education"
First Nights: Symphonie Fantastique,"Humanities, History, Design, Religion, and Education"
Introduction to Family Engagement in Education,"Humanities, History, Design, Religion, and Education"
Introduction to Control System Design,"Science, Technology, Engineering, and Mathematics"
Introduction to State Space Control,"Science, Technology, Engineering, and Mathematics"
Magnetic Materials and Devices,"Science, Technology, Engineering, and Mathematics"
